date,SlowD,SlowK
2019-01-29 13:55,50.2597,40.9025
2019-01-29 13:56,45.8339,38.5242
2019-01-29 13:57,31.35,14.6232
2019-01-29 13:58,30.0547,37.0168
2019-01-29 13:59,34.2836,51.211
2019-01-29 14:00,57.5907,84.5443
2019-01-29 14:01,75.5436,90.8754
2019-01-29 14:02,87.2588,86.3567
2019-01-29 14:03,81.3125,66.7055
2019-01-29 14:05,70.057,57.1088
2019-01-29 14:06,60.3037,57.0967
2019-01-29 14:07,54.8618,50.38
2019-01-29 14:08,45.526,29.1013
2019-01-29 14:09,35.1645,26.0121
2019-01-29 14:10,33.1853,44.4423
2019-01-29 14:11,44.1182,61.9001
2019-01-29 14:12,60.8431,76.1868
2019-01-29 14:13,74.0705,84.1245
2019-01-29 14:14,82.5656,87.3854
2019-01-29 14:16,75.1873,54.0521
2019-01-29 14:17,54.0521,20.7187
2019-01-29 14:18,24.9236,0.0
2019-01-29 14:19,6.9062,0.0
2019-01-29 14:20,-0.0,0.0
2019-01-29 14:21,5.8407,17.5222
2019-01-29 14:22,22.5866,50.2377
2019-01-29 14:23,39.3325,50.2377
2019-01-29 14:24,45.6752,36.5504
2019-01-29 14:25,31.5844,7.9651
2019-01-29 14:26,17.4936,7.9651
2019-01-29 14:27,9.2905,11.9413
2019-01-29 14:28,9.2392,7.8111
2019-01-29 14:29,12.0329,16.3465
2019-01-29 14:30,12.9457,14.6797
2019-01-29 14:31,17.5004,21.4751
2019-01-29 14:32,20.8131,26.2846
2019-01-29 14:33,30.1555,42.7068
2019-01-29 14:34,46.0787,69.2447
2019-01-29 14:35,61.7315,73.2429
2019-01-29 14:36,64.388,50.6763
2019-01-29 14:37,49.6754,25.1071
2019-01-29 14:38,30.655,16.1817
2019-01-29 14:39,24.8247,33.1854
2019-01-29 14:40,32.1354,47.0392
2019-01-29 14:41,43.1365,49.1848
2019-01-29 14:42,52.0972,60.0677
2019-01-29 14:43,49.2341,38.4498
2019-01-29 14:44,42.9547,30.3468
2019-01-29 14:45,23.9648,3.0978
2019-01-29 14:46,15.0486,11.7012
2019-01-29 14:47,13.7025,26.3084
2019-01-29 14:48,21.4267,26.2705
2019-01-29 14:49,23.4154,17.6672
2019-01-29 14:50,21.2551,19.8277
2019-01-29 14:51,29.7209,51.6677
2019-01-29 14:52,44.5006,62.0064
2019-01-29 14:53,54.1457,48.7629
2019-01-29 14:54,42.3642,16.3231
2019-01-29 14:55,31.7016,30.0187
2019-01-29 14:56,34.0643,55.8511
2019-01-29 14:57,50.1234,64.5004
2019-01-29 14:58,53.6058,40.4661
2019-01-29 14:59,39.215,12.6785
2019-01-29 15:00,23.8228,18.3239
2019-01-29 15:01,18.6876,25.0605
2019-01-29 15:02,32.583,54.3645
2019-01-29 15:03,48.6395,66.4936
2019-01-29 15:04,71.3162,93.0904
2019-01-29 15:05,82.883,89.0651
2019-01-29 15:06,85.0871,73.1059
2019-01-29 15:07,76.8628,68.4176
2019-01-29 15:08,71.3221,72.4429
2019-01-29 15:09,78.7241,95.3117
2019-01-29 15:10,89.2515,100.0
2019-01-29 15:11,98.4372,100.0
2019-01-29 15:12,88.8889,66.6667
2019-01-29 15:13,69.9033,43.0434
2019-01-29 15:14,43.6899,21.3597
2019-01-29 15:15,28.5876,21.3597
2019-01-29 15:16,28.8388,43.7971
2019-01-29 15:17,43.5459,65.4808
2019-01-29 15:18,68.112,95.0582
2019-01-29 15:19,85.5944,96.2441
2019-01-29 15:20,89.5969,77.4884
2019-01-29 15:21,78.0094,60.2957
2019-01-29 15:22,65.0759,57.4436
2019-01-29 15:23,53.5351,42.866
2019-01-29 15:24,54.7081,63.8146
2019-01-29 15:25,57.7824,66.6667
2019-01-29 15:26,72.2815,86.3634
2019-01-29 15:27,79.6293,85.8578
2019-01-29 15:28,74.9152,52.5245
2019-01-29 15:29,60.4811,43.0609
2019-01-29 15:30,38.9313,21.2086
2019-01-29 15:31,39.6038,54.5419
2019-01-29 15:32,44.7924,58.6269
2019-01-29 15:33,61.5109,71.3638
2019-01-29 15:34,61.8553,55.5751
2019-01-29 15:35,63.8347,64.5653
2019-01-29 15:36,60.8496,62.4082
2019-01-29 15:37,57.279,44.8636
2019-01-29 15:38,42.9424,21.5553
2019-01-29 15:39,27.1,14.881
2019-01-29 15:40,19.8571,23.1349
2019-01-29 15:41,29.8344,51.4872
2019-01-29 15:42,41.0237,48.449
2019-01-29 15:43,48.172,44.5799
2019-01-29 15:44,39.1129,24.3098
2019-01-29 15:45,36.547,40.7513
2019-01-29 15:46,44.9203,69.6998
2019-01-29 15:47,58.9323,66.3457
2019-01-29 15:48,58.4282,39.2391
2019-01-29 15:49,38.22,9.0752
2019-01-29 15:50,17.5538,4.3472
2019-01-29 15:51,5.5306,3.1695
2019-01-29 15:52,5.8087,9.9093
2019-01-29 15:53,12.8298,25.4106
2019-01-29 15:54,29.3994,52.8781
2019-01-29 15:55,47.9393,65.5292
2019-01-29 15:56,62.7426,69.8205
2019-01-29 15:57,64.5108,58.1826
2019-01-29 15:58,56.8232,42.4666
2019-01-29 15:59,45.4595,35.7294
2019-01-29 16:00,36.9789,32.7408
2019-01-30 09:31,42.5666,59.2296
2019-01-30 09:32,57.1594,79.5077
2019-01-30 09:33,79.5791,100.0
2019-01-30 09:34,92.3015,97.3966
2019-01-30 09:35,98.2644,97.3966
2019-01-30 09:36,90.0619,75.3923
2019-01-30 09:37,82.6629,75.1999
2019-01-30 09:38,68.9527,56.266
2019-01-30 09:39,63.6813,59.5779
2019-01-30 09:40,55.1047,49.47
2019-01-30 09:41,51.0823,44.1989
2019-01-30 09:42,43.029,35.4182
2019-01-30 09:43,33.7487,21.6292
2019-01-30 09:44,27.6967,26.0427
2019-01-30 09:45,26.204,30.9402
2019-01-30 09:46,38.2053,57.6329
2019-01-30 09:47,53.1506,70.8786
2019-01-30 09:48,73.9886,93.4542
2019-01-30 09:49,77.8788,69.3036
2019-01-30 09:50,74.4869,60.7028
2019-01-30 09:51,62.0306,56.0854
2019-01-30 09:52,64.3218,76.1772
2019-01-30 09:53,69.8967,77.4276
2019-01-30 09:54,71.8438,61.9265
2019-01-30 09:55,65.7736,57.9666
2019-01-30 09:56,63.9186,71.8628
2019-01-30 09:57,68.7817,76.5157
2019-01-30 09:58,71.9834,67.5717
2019-01-30 09:59,61.9265,41.692
2019-01-30 10:00,44.3626,23.8243
2019-01-30 10:01,24.3233,7.4537
2019-01-30 10:02,11.3732,2.8416
2019-01-30 10:03,5.2753,5.5307
2019-01-30 10:04,4.6343,5.5307
2019-01-30 10:05,4.5835,2.6891
2019-01-30 10:06,5.7623,9.0669
2019-01-30 10:08,7.8585,11.8196
2019-01-30 10:09,10.902,11.8196
2019-01-30 10:10,10.3383,7.3759
2019-01-30 10:11,7.9396,4.6233
2019-01-30 10:12,9.1221,15.3671
2019-01-30 10:13,13.3157,19.9567
2019-01-30 10:14,18.4269,19.9567
2019-01-30 10:16,16.3754,9.2129
2019-01-30 10:17,14.0315,12.925
2019-01-30 10:18,14.0617,20.0472
2019-01-30 10:19,20.7335,29.2282
2019-01-30 10:20,32.9707,49.6365
2019-01-30 10:21,51.5708,75.8476
2019-01-30 10:22,75.1614,100.0
2019-01-30 10:23,91.9492,100.0
2019-01-30 10:24,100.0,100.0
2019-01-30 10:25,92.1429,76.4286
2019-01-30 10:26,84.2857,76.4286
2019-01-30 10:27,69.3159,55.0907
2019-01-30 10:28,58.9493,45.3288
2019-01-30 10:29,39.6561,18.5488
2019-01-30 10:30,23.477,6.5533
2019-01-30 10:31,15.2602,20.6784
2019-01-30 10:33,16.8724,23.3854
2019-01-30 10:34,22.4831,23.3854
2019-01-30 10:35,18.677,9.2603
2019-01-30 10:36,12.2314,4.0486
2019-01-30 10:37,9.6971,15.7825
2019-01-30 10:38,11.8712,15.7825
2019-01-30 10:39,17.1038,19.7464
2019-01-30 10:40,24.2039,37.0828
2019-01-30 10:41,42.4151,70.4161
2019-01-30 10:42,67.3205,94.4626
2019-01-30 10:44,83.9464,86.9604
2019-01-30 10:45,89.4611,86.9604
2019-01-30 10:46,87.3851,88.2347
2019-01-30 10:47,87.6572,87.7767
2019-01-30 10:48,83.3168,73.939
2019-01-30 10:49,67.4404,40.6057
2019-01-30 10:50,46.1114,23.7894
2019-01-30 10:51,22.8963,4.2938
2019-01-30 10:53,10.7924,4.2938
2019-01-30 10:54,3.3393,1.4304
2019-01-30 10:55,9.3081,22.2
2019-01-30 10:56,26.3879,55.5333
2019-01-30 10:57,52.321,79.2297
2019-01-30 10:58,65.5736,61.958
2019-01-30 10:59,60.072,39.0284
2019-01-30 11:00,44.4345,32.3172
2019-01-30 11:01,43.0457,57.7914
2019-01-30 11:02,56.9432,80.721
2019-01-30 11:03,78.0504,95.6388
2019-01-30 11:04,84.2457,76.3772
2019-01-30 11:05,71.6866,43.0439
2019-01-30 11:06,44.778,14.9128
2019-01-30 11:07,21.053,5.2023
2019-01-30 11:08,8.4391,5.2023
2019-01-30 11:10,3.4682,0.0
2019-01-30 11:11,11.9443,30.6307
2019-01-30 11:12,31.5316,63.964
2019-01-30 11:13,63.964,97.2974
2019-01-30 11:14,85.5205,95.3
2019-01-30 11:15,94.1705,89.9141
2019-01-30 11:16,91.7094,89.9141
2019-01-30 11:18,91.4808,94.6141
2019-01-30 11:19,94.8427,100.0
2019-01-30 11:20,90.3775,76.5183
2019-01-30 11:21,77.7193,56.6394
2019-01-30 11:22,53.8139,28.2839
2019-01-30 11:23,34.4519,18.4322
2019-01-30 11:24,20.0089,13.3106
2019-01-30 11:25,19.1008,25.5595
2019-01-30 11:27,32.5877,58.8928
2019-01-30 11:28,45.0041,50.5601
2019-01-30 11:30,50.1952,41.1327
2019-01-30 11:31,33.5344,8.9104
2019-01-30 11:32,22.065,16.152
2019-01-30 11:33,11.4096,9.1663
2019-01-30 11:34,11.1246,8.0554
2019-01-30 11:35,6.0118,0.8137
2019-01-30 11:36,2.9564,0.0
2019-01-30 11:37,1.7827,4.5345
2019-01-30 11:38,3.023,4.5345
2019-01-30 11:39,4.5345,4.5345
2019-01-30 11:40,3.023,0.0
2019-01-30 11:41,11.8978,31.1589
2019-01-30 11:42,23.0875,38.1036
2019-01-30 11:43,46.8998,71.4369
2019-01-30 11:44,60.8071,72.8808
2019-01-30 11:45,78.4176,90.9351
2019-01-30 11:46,84.917,90.9351
2019-01-30 11:47,91.1787,91.6658
2019-01-30 11:48,94.2003,100.0
2019-01-30 11:49,93.6374,89.2466
2019-01-30 11:50,85.1919,66.3293
2019-01-30 11:51,62.8573,32.9959
2019-01-30 11:52,38.198,15.2688
2019-01-30 11:53,28.817,38.1861
2019-01-30 11:54,41.6581,71.5195
2019-01-30 11:55,69.9019,100.0
2019-01-30 11:56,85.9378,86.294
2019-01-30 11:57,84.3821,66.8524
2019-01-30 11:58,69.5856,55.6103
2019-01-30 11:59,63.9264,69.3164
2019-01-30 12:00,69.1954,82.6595
2019-01-30 12:01,80.5689,89.7308
2019-01-30 12:03,84.0101,79.6401
2019-01-30 12:04,78.2782,65.4638
2019-01-30 12:05,61.3468,38.9364
2019-01-30 12:06,40.0313,15.6938
2019-01-30 12:07,19.0885,2.6352
2019-01-30 12:08,10.5945,13.4544
2019-01-30 12:09,14.1679,26.414
2019-01-30 12:10,31.6261,55.01
2019-01-30 12:11,43.2142,48.2186
2019-01-30 12:12,54.0293,58.8594
2019-01-30 12:13,51.7705,48.2334
2019-01-30 12:14,58.062,67.0933
2019-01-30 12:15,64.051,76.8262
2019-01-30 12:16,78.703,92.1896
2019-01-30 12:17,89.6719,100.0
2019-01-30 12:18,97.3965,100.0
2019-01-30 12:19,99.1983,97.5948
2019-01-30 12:20,98.3965,97.5948
2019-01-30 12:21,96.5788,94.5468
2019-01-30 12:22,95.8279,95.3421
2019-01-30 12:23,93.8558,91.6784
2019-01-30 12:24,86.0236,71.0502
2019-01-30 12:25,67.3518,39.3268
2019-01-30 12:26,43.1079,18.9466
2019-01-30 12:27,25.67,18.7367
2019-01-30 12:28,18.8066,18.7367
2019-01-30 12:29,16.612,12.3626
2019-01-30 12:30,19.3206,26.8626
2019-01-30 12:31,31.1981,54.3691
2019-01-30 12:33,50.5662,70.4669
2019-01-30 12:34,57.2632,46.9534
2019-01-30 12:35,50.7711,34.8929
2019-01-30 12:36,35.5666,24.8535
2019-01-30 12:37,28.0554,24.4197
2019-01-30 12:38,24.1486,23.1726
2019-01-30 12:39,29.2599,40.1873
2019-01-30 12:40,45.3943,72.8231
2019-01-30 12:41,68.3105,91.9211
2019-01-30 12:42,84.7633,89.5457
2019-01-30 12:43,90.57,90.2432
2019-01-30 12:45,88.0041,84.2233
2019-01-30 12:46,89.47,93.9436
2019-01-30 12:47,85.5795,78.5717
2019-01-30 12:48,85.7144,84.6281
2019-01-30 12:49,81.2953,80.6862
2019-01-30 12:50,87.1241,96.0581
2019-01-30 12:51,90.9341,96.0581
2019-01-30 12:52,94.8636,92.4746
2019-01-30 12:53,93.0905,90.7389
2019-01-30 12:54,87.4162,79.0351
2019-01-30 12:55,76.3957,59.4131
2019-01-30 12:56,55.4212,27.8155
2019-01-30 12:57,41.1371,36.1828
2019-01-30 12:58,42.4428,63.3301
2019-01-30 12:59,65.3921,96.6634
2019-01-30 13:00,86.6645,100.0
2019-01-30 13:01,98.8878,100.0
2019-01-30 13:02,100.0,100.0
2019-01-30 13:03,100.0,100.0
2019-01-30 13:04,100.0,100.0
2019-01-30 13:05,100.0,100.0
2019-01-30 13:06,98.2614,94.7841
2019-01-30 13:08,93.4188,85.4724
2019-01-30 13:09,83.8945,71.4269
2019-01-30 13:10,66.7362,43.3094
2019-01-30 13:11,44.6747,19.2879
2019-01-30 13:12,25.3564,13.4719
2019-01-30 13:13,26.5216,46.8052
2019-01-30 13:14,42.3146,66.6667
2019-01-30 13:15,66.6667,86.5281
2019-01-30 13:16,79.4134,85.0453
2019-01-30 13:17,89.8799,98.0662
2019-01-30 13:18,93.307,96.8097
2019-01-30 13:19,97.5765,97.8535
2019-01-30 13:21,86.5448,64.9711
2019-01-30 13:22,65.2396,32.8943
2019-01-30 13:23,32.6218,0.0
2019-01-30 13:24,11.7831,2.4549
2019-01-30 13:25,4.3688,10.6515
2019-01-30 13:26,10.7633,19.1834
2019-01-30 13:27,24.0907,42.4372
2019-01-30 13:28,43.0648,67.5739
2019-01-30 13:29,66.3026,88.8967
2019-01-30 13:30,79.5121,82.0657
2019-01-30 13:32,73.2316,48.7324
2019-01-30 13:35,59.152,46.658
2019-01-30 13:37,42.7508,32.862
2019-01-30 13:38,37.4607,32.862
2019-01-30 13:39,27.141,15.6991
2019-01-30 13:40,21.0865,14.6983
2019-01-30 13:41,19.7768,28.9332
2019-01-30 13:42,20.6491,18.3158
2019-01-30 13:44,20.4946,14.2349
2019-01-30 13:45,12.6312,5.3428
2019-01-30 13:46,8.3068,5.3428
2019-01-30 13:47,9.1362,16.723
2019-01-30 13:48,15.9788,25.8706
2019-01-30 13:49,23.4244,27.6797
2019-01-30 13:50,34.3944,49.6329
2019-01-30 13:51,48.5961,68.4758
2019-01-30 13:52,66.1447,80.3255
2019-01-30 13:53,71.3339,65.2004
2019-01-30 13:54,59.131,31.8671
2019-01-30 13:55,40.5625,24.62
2019-01-30 13:56,20.9663,6.4118
2019-01-30 13:57,12.4812,6.4118
2019-01-30 13:58,10.7082,19.301
2019-01-30 13:59,15.0046,19.301
2019-01-30 14:00,24.0841,33.6504
2019-01-30 14:01,29.7285,36.2342
2019-01-30 14:02,46.2655,68.9117
2019-01-30 14:03,62.3197,81.8131
2019-01-30 14:04,81.3288,93.2617
2019-01-30 14:05,89.6641,93.9176
2019-01-30 14:06,92.7557,91.088
2019-01-30 14:07,89.1532,82.4542
2019-01-30 14:08,74.221,49.1208
2019-01-30 14:09,58.9811,45.3682
2019-01-30 14:10,42.7351,33.7161
2019-01-30 14:11,44.4772,54.3473
2019-01-30 14:12,51.6918,67.0119
2019-01-30 14:13,69.5524,87.2978
2019-01-30 14:14,84.7699,100.0
2019-01-30 14:15,95.7659,100.0
2019-01-30 14:16,91.8079,75.4236
2019-01-30 14:17,81.0149,67.6211
2019-01-30 14:18,65.7301,54.1457
2019-01-30 14:19,64.4063,71.4521
2019-01-30 14:20,63.8223,65.8691
2019-01-30 14:21,71.8678,78.2822
2019-01-30 14:22,75.4996,82.3475
2019-01-30 14:23,83.0455,88.5067
2019-01-30 14:24,86.7593,89.4239
2019-01-30 14:25,87.1627,83.5577
2019-01-30 14:26,87.9218,90.7839
2019-01-30 14:27,83.8286,77.1441
2019-01-30 14:28,73.6033,52.8818
2019-01-30 14:29,54.4417,33.2993
2019-01-30 14:30,37.8672,27.4206
2019-01-30 14:31,34.2356,41.987
2019-01-30 14:32,32.5479,28.2361
2019-01-30 14:33,31.6852,24.8324
2019-01-30 14:34,28.0357,31.0385
2019-01-30 14:35,40.0809,64.3718
2019-01-30 14:36,59.5605,83.2711
2019-01-30 14:37,74.3005,75.2585
2019-01-30 14:38,75.7723,68.7873
2019-01-30 14:39,72.3338,72.9554
2019-01-30 14:40,74.3174,81.2094
2019-01-30 14:41,76.9115,76.5695
2019-01-30 14:42,74.3765,65.3506
2019-01-30 14:43,73.1967,77.6699
2019-01-30 14:44,71.4799,71.4192
2019-01-30 14:45,76.3043,79.8237
2019-01-30 14:46,72.9332,67.5568
2019-01-30 14:47,77.1855,84.1759
2019-01-30 14:48,79.5744,86.9904
2019-01-30 14:49,90.1412,99.2573
2019-01-30 14:50,95.1168,99.1027
2019-01-30 14:51,96.7026,91.7479
2019-01-30 14:52,94.1995,91.7479
2019-01-30 14:53,92.047,92.6452
2019-01-30 14:54,94.7977,100.0
2019-01-30 14:55,96.931,98.1479
2019-01-30 14:56,98.7653,98.1479
2019-01-30 14:57,94.6796,87.7429
2019-01-30 14:58,80.7175,56.2617
2019-01-30 14:59,59.0112,33.0291
2019-01-30 15:00,39.0786,27.9449
2019-01-30 15:01,33.5676,39.7287
2019-01-30 15:02,42.7374,60.5384
2019-01-30 15:03,58.7649,76.0275
2019-01-30 15:04,66.9365,64.2437
2019-01-30 15:05,60.5551,41.3941
2019-01-30 15:06,37.8995,8.0607
2019-01-30 15:07,19.4499,8.8949
2019-01-30 15:08,5.9299,0.8341
2019-01-30 15:09,6.5788,10.0072
2019-01-30 15:10,8.3859,14.3163
2019-01-30 15:11,20.8764,38.3057
2019-01-30 15:12,36.1656,55.875
2019-01-30 15:13,56.1852,74.375
2019-01-30 15:14,69.8803,79.3911
2019-01-30 15:15,76.8864,76.8931
2019-01-30 15:16,69.8447,53.2498
2019-01-30 15:17,57.6348,42.7614
2019-01-30 15:18,40.9081,26.7132
2019-01-30 15:19,32.2261,27.2038
2019-01-30 15:20,26.9877,27.046
2019-01-30 15:21,25.1726,21.2679
2019-01-30 15:22,23.1334,21.0863
2019-01-30 15:23,18.906,14.3638
2019-01-30 15:24,15.7986,11.9458
2019-01-30 15:25,15.3615,19.7751
2019-01-30 15:26,13.2864,8.1383
2019-01-30 15:27,16.2347,20.7906
2019-01-30 15:28,24.9715,45.9857
2019-01-30 15:29,46.5483,72.8684
2019-01-30 15:30,67.5246,83.7196
2019-01-30 15:31,78.8737,80.033
2019-01-30 15:32,81.2953,80.1333
2019-01-30 15:33,81.8555,85.4001
2019-01-30 15:34,84.8733,89.0867
2019-01-30 15:35,85.1137,80.8545
2019-01-30 15:36,85.1195,85.4175
2019-01-30 15:37,73.1357,53.135
2019-01-30 15:38,61.3204,45.4088
2019-01-30 15:39,44.3093,34.3842
2019-01-30 15:40,38.3407,35.2289
2019-01-30 15:52,38.9385,47.2024
2019-01-30 15:53,38.0451,31.7041
2019-01-30 15:54,36.2383,29.8085
2019-01-30 15:55,22.7743,6.8104
2019-01-30 15:56,23.1442,32.8136
2019-01-30 15:57,35.257,66.147
2019-01-30 15:58,64.8219,95.5051
2019-01-30 15:59,84.6576,92.3208
2019-01-30 16:00,88.1619,76.6598
2019-01-31 09:31,82.888,79.6833
2019-01-31 09:32,78.0884,77.9221
2019-01-31 09:33,79.8223,81.8614
2019-01-31 09:34,75.6094,67.0447
2019-01-31 09:35,62.7515,39.3484
2019-01-31 09:36,43.4424,23.934
2019-01-31 09:37,24.9089,11.4444
2019-01-31 09:38,26.6614,44.6058
2019-01-31 09:39,39.4967,62.44
2019-01-31 09:40,63.7301,84.1446
2019-01-31 09:41,74.9508,78.268
2019-01-31 09:42,82.3011,84.4907
2019-01-31 09:43,82.8143,85.6842
2019-01-31 09:44,86.7534,90.0854
2019-01-31 09:45,81.5771,68.9617
2019-01-31 09:46,77.7895,74.3215
2019-01-31 09:47,73.0267,75.7969
2019-01-31 09:48,83.3728,100.0
2019-01-31 09:49,90.3725,95.3207
2019-01-31 09:50,93.2907,84.5513
2019-01-31 09:51,82.4389,67.4447
2019-01-31 09:52,74.3619,71.0897
2019-01-31 09:53,72.4765,78.895
2019-01-31 09:54,80.173,90.5341
2019-01-31 09:55,84.3346,83.5747
2019-01-31 09:56,86.8826,86.5389
2019-01-31 09:57,81.5857,74.6434
2019-01-31 09:58,70.162,49.3037
2019-01-31 09:59,55.2227,41.7209
2019-01-31 10:00,43.7177,40.1285
2019-01-31 10:01,48.0667,62.3508
2019-01-31 10:02,52.907,56.2417
2019-01-31 10:03,61.6536,66.3683
2019-01-31 10:04,65.6063,74.209
2019-01-31 10:05,76.1594,87.9008
2019-01-31 10:06,84.2899,90.7598
2019-01-31 10:07,90.897,94.0302
2019-01-31 10:08,92.839,93.7269
2019-01-31 10:09,95.8179,99.6967
2019-01-31 10:10,96.6969,96.6673
2019-01-31 10:11,96.4786,93.0719
2019-01-31 10:12,93.4157,90.508
2019-01-31 10:13,92.3725,93.5374
2019-01-31 10:14,93.8272,97.4361
2019-01-31 10:15,96.9912,100.0
2019-01-31 10:16,99.1454,100.0
2019-01-31 10:17,98.4676,95.4028
2019-01-31 10:18,96.9352,95.4028
2019-01-31 10:19,91.9839,85.146
2019-01-31 10:20,90.0973,89.7432
2019-01-31 10:21,88.2108,89.7432
2019-01-31 10:22,87.2864,82.3729
2019-01-31 10:23,76.0218,55.9494
2019-01-31 10:24,56.5589,31.3545
2019-01-31 10:25,40.4142,33.9387
2019-01-31 10:26,37.0421,45.8332
2019-01-31 10:27,48.2147,64.8722
2019-01-31 10:28,62.1012,75.5984
2019-01-31 10:29,65.7549,56.7941
2019-01-31 10:30,53.8031,29.0167
2019-01-31 10:31,28.6036,0.0
2019-01-31 10:32,11.8522,6.5399
2019-01-31 10:33,10.5957,25.2472
2019-01-31 10:34,24.5772,41.9445
2019-01-31 10:35,37.1542,44.2708
2019-01-31 10:36,40.3458,34.8221
2019-01-31 10:37,32.4059,18.1247
2019-01-31 10:38,22.884,15.7052
2019-01-31 10:39,17.265,17.9651
2019-01-31 10:40,25.0595,41.5083
2019-01-31 10:41,41.6419,65.4523
2019-01-31 10:42,64.7426,87.2673
2019-01-31 10:43,83.0725,96.4977
2019-01-31 10:44,92.4147,93.479
2019-01-31 10:45,90.9811,82.9667
2019-01-31 10:46,78.7424,59.7817
2019-01-31 10:47,60.9442,40.0842
2019-01-31 10:48,39.9472,19.9758
2019-01-31 10:49,24.2944,12.8231
2019-01-31 10:50,12.7255,5.3776
2019-01-31 10:51,6.9552,2.6648
2019-01-31 10:52,2.7572,0.2291
2019-01-31 10:53,2.5263,4.6849
2019-01-31 10:54,5.6116,11.9207
2019-01-31 10:55,10.3286,14.3802
2019-01-31 10:56,22.1546,40.1628
2019-01-31 10:57,38.8034,61.8672
2019-01-31 10:58,62.8542,86.5326
2019-01-31 10:59,77.5786,84.336
2019-01-31 11:00,81.8526,74.6893
2019-01-31 11:01,68.9406,47.7965
2019-01-31 11:02,54.2233,40.1841
2019-01-31 11:03,43.3157,41.9665
2019-01-31 11:04,51.2588,71.6259
2019-01-31 11:05,65.9644,84.3008
2019-01-31 11:06,73.0505,63.2249
2019-01-31 11:07,61.0656,35.671
2019-01-31 11:08,33.7445,2.3377
2019-01-31 11:09,13.4488,2.3377
2019-01-31 11:10,1.5584,0.0
2019-01-31 11:11,7.6228,20.5307
2019-01-31 11:12,19.5786,38.2051
2019-01-31 11:13,39.1373,58.6759
2019-01-31 11:14,48.4387,48.4352
2019-01-31 11:15,45.9573,30.7608
2019-01-31 11:17,33.9098,22.5333
2019-01-31 11:18,29.3814,34.8501
2019-01-31 11:19,33.2983,42.5114
2019-01-31 11:20,37.392,34.8145
2019-01-31 11:21,36.7127,32.8121
2019-01-31 11:22,30.9258,25.1507
2019-01-31 11:23,26.1891,20.6044
2019-01-31 11:24,23.8328,25.7433
2019-01-31 11:25,35.1415,59.0766
2019-01-31 11:26,59.0766,92.41
2019-01-31 11:27,83.7562,99.782
2019-01-31 11:28,96.8304,98.2991
2019-01-31 11:31,87.6823,64.9658
2019-01-31 11:33,65.0385,31.8504
2019-01-31 11:34,34.9038,7.8951
2019-01-31 11:35,19.2657,18.0515
2019-01-31 11:36,21.9148,39.7978
2019-01-31 11:37,40.3503,63.2017
2019-01-31 11:38,63.126,86.3786
2019-01-31 11:39,81.8044,95.8328
2019-01-31 11:40,90.6438,89.7199
2019-01-31 11:41,90.504,85.9594
2019-01-31 11:42,76.8127,54.7589
2019-01-31 11:44,67.8748,62.9061
2019-01-31 11:45,61.4439,66.6667
2019-01-31 11:46,73.1052,89.7429
2019-01-31 11:47,81.9478,89.434
2019-01-31 11:48,89.537,89.434
